name	pinyin	importance
掠夺	lve4 duo2	100
掠夺婚	lve4 duo2 hun1	100
掠过	lve4 guo4	100
掠取	lve4 qu3	100
掠人之美	lve4 ren2 zhi1 mei3	100
掠影	lve4 ying3	100
掠脂斡肉	lve4 zhi1 wo4 rou4	100
略不世出	lve4 bu4 shi4 chu1	100
略称	lve4 cheng1	100
略带	lve4 dai4	100
略地侵城	lve4 di4 qin1 cheng2	100
略多于	lve4 duo1 yu2	100
略高一筹	lve4 gao1 yi1 chou2	100
略迹论心	lve4 ji4 lun4 xin1	100
略迹原心	lve4 ji4 yuan2 xin1	100
略加	lve4 jia1	100
略见一斑	lve4 jian4 yi1 ban1	100
略略	lve4 lve4	100
略论	lve4 lun4	100
略胜一筹	lve4 sheng4 yi1 chou2	100
略施	lve4 shi1	100
略施小计	lve4 shi1 xiao3 ji4	100
略施小技	lve4 shi1 xiao3 ji4	100
略识之无	lve4 shi2 zhi1 wu2	100
略输文采	lve4 shu1 wen2 cai3	100
略谈	lve4 tan2	100
略图	lve4 tu2	100
略微	lve4 wei1	100
略为	lve4 wei2	100
略嫌	lve4 xian2	100
略显	lve4 xian3	100
略逊一筹	lve4 xun4 yi1 chou2	100
略阳	lve4 yang2	100
略有	lve4 you3	100
略语	lve4 yu3	100
略知	lve4 zhi1	100
略知皮毛	lve4 zhi1 pi2 mao2	100
略知一二	lve4 zhi1 yi1 er4	100
抡眉竖目	lun1 mei2 shu4 mu4	100
伦巴	lun2 ba1	100
伦比	lun2 bi3	100
伦常	lun2 chang2	100
伦次	lun2 ci4	100
伦敦	lun2 dun1	100
伦理	lun2 li3	100
伦理道德	lun2 li3 dao4 de2	100
伦理学	lun2 li3 xue2	100
伦琴	lun2 qin2	100
沦肌浃髓	lun2 ji1 jia1 sui3	100
沦落	lun2 luo4	100
沦落风尘	lun2 luo4 feng1 chen2	100
沦没	lun2 mo4	100
沦殁	lun2 mo4	100
沦丧	lun2 sang4	100
沦亡	lun2 wang2	100
沦为	lun2 wei2	100
沦陷	lun2 xian4	100
纶音佛语	lun2 yin1 fo2 yu3	100
轮班	lun2 ban1	100
轮扁斫轮	lun2 bian3 zhuo2 lun2	100
轮埠	lun2 bu4	100
轮唱	lun2 chang4	100
轮齿	lun2 chi3	100
轮船	lun2 chuan2	100
轮次	lun2 ci4	100
轮带	lun2 dai4	100
轮到	lun2 dao4	100
轮渡	lun2 du4	100
轮番	lun2 fan1	100
轮辐	lun2 fu2	100
轮岗	lun2 gang3	100
轮毂	lun2 gu3	100
轮滑	lun2 hua2	100
轮换	lun2 huan4	100
轮回	lun2 hui2	100
轮机	lun2 ji1	100
轮奸	lun2 jian1	100
轮距	lun2 ju4	100
轮空	lun2 kong1	100
轮廓	lun2 kuo4	100
轮廓线	lun2 kuo4 xian4	100
轮流	lun2 liu2	100
轮牧	lun2 mu4	100
轮盘	lun2 pan2	100
轮圈	lun2 quan1	100
轮生	lun2 sheng1	100
轮胎	lun2 tai1	100
轮替	lun2 ti4	100
轮辋	lun2 wang3	100
轮系	lun2 xi4	100
轮休	lun2 xiu1	100
轮训	lun2 xun4	100
轮养	lun2 yang3	100
轮椅	lun2 yi3	100
轮值	lun2 zhi2	100
轮轴	lun2 zhou2	100
轮转	lun2 zhuan4	100
轮子	lun2 zi5	100
轮作	lun2 zuo4	100
论辩	lun4 bian4	100
论辩风生	lun4 bian4 feng1 sheng1	100
论处	lun4 chu3	100
论道经邦	lun4 dao4 jing1 bang1	100
论德使能	lun4 de2 shi3 neng2	100
论敌	lun4 di2	100
论点	lun4 dian3	100
论调	lun4 diao4	100
论短道长	lun4 duan3 dao4 zhang3	100
论断	lun4 duan4	100
论纲	lun4 gang1	100
论功封赏	lun4 gong1 feng1 shang3	100
论功行赏	lun4 gong1 xing2 shang3	100
论衡	lun4 heng2	100
论黄数白	lun4 huang2 shu4 bai2	100
论黄数黑	lun4 huang2 shu4 hei1	100
论斤估两	lun4 jin1 gu1 liang3	100
论据	lun4 ju4	100
论理	lun4 li3	100
论理学	lun4 li3 xue2	100
论列是非	lun4 lie4 shi4 fei1	100
论难	lun4 nan2	100
论千论万	lun4 qian1 lun4 wan4	100
论世知人	lun4 shi4 zhi1 ren2	100
论述	lun4 shu4	100
论说	lun4 shuo1	100
论坛	lun4 tan2	100
论题	lun4 ti2	100
论文	lun4 wen2	100
论心定罪	lun4 xin1 ding4 zui4	100
论一增十	lun4 yi1 zeng1 shi2	100
论语	lun2 yu3	100
论战	lun4 zhan4	100
论长说短	lun4 chang2 shuo1 duan3	100
论著	lun4 zhu4	100
论争	lun4 zheng1	100
论证	lun4 zheng4	100
论资排辈	lun4 zi1 pai2 bei4	100
论罪	lun4 zui4	100
罗宾	luo2 bin1	100
罗伯特	luo2 bo2 te4	100
罗布	luo2 bu4	100
罗布泊	luo2 bu4 po1	100
罗城	luo2 cheng2	100
罗村	luo2 cun1	100
罗带轻分	luo2 dai4 qing1 fen1	100
罗定	luo2 ding4	100
罗非鱼	luo2 fei1 yu2	100
罗敷有夫	luo2 fu1 you3 fu1	100
罗浮	luo2 fu2	100
罗贯中	luo2 guan4 zhong1	100
罗锅	luo2 guo1	100
罗汉	luo2 han4	100
罗汉果	luo2 han4 guo3	100
罗技	luo2 ji4	100
罗经	luo2 jing1	100
罗掘俱穷	luo2 jue2 ju4 qiong2	100
罗掘一空	luo2 jue2 yi1 kong1	100
罗口	luo2 kou3	100
罗拉	luo2 la1	100
罗兰	luo2 lan2	100
罗勒	luo2 le4	100
罗列	luo2 lie4	100
罗马	luo2 ma3	100
罗马公教	luo2 ma3 gong1 jiao4	100
罗马尼亚	luo2 ma3 ni2 ya4	100
罗马数字	luo2 ma3 shu4 zi4	100
罗曼	luo2 man4	100
罗曼蒂克	luo2 man4 di4 ke4	100
罗曼史	luo2 man4 shi3	100
罗密欧	luo2 mi4 ou1	100
罗纳尔多	luo2 na4 er3 duo1	100
罗尼	luo2 ni2	100
罗盘	luo2 pan2	100
罗圈	luo2 quan1	100
罗圈儿揖	luo2 quan1 er5 yi1	100
罗圈腿	luo2 quan1 tui3	100
罗雀掘鼠	luo2 que4 jue2 shu3	100
罗荣桓	luo2 rong2 huan2	100
罗刹	luo2 cha4	100
罗莎	luo2 sha1	100
罗斯	luo2 si1	100
罗斯福	luo2 si1 fu2	100
罗素	luo2 su4	100
罗嗦	luo2 suo1	100
罗天大醮	luo2 tian1 da4 jiao4	100
罗通扫北	luo2 tong1 sao3 bei3	100
罗网	luo2 wang3	100
罗伊	luo2 yi1	100
罗帐灯昏	luo2 zhang4 deng1 hun1	100
罗之一目	luo2 zhi1 yi1 mu4	100
罗织	luo2 zhi1	100
罗织构陷	luo2 zhi1 gou4 xian4	100
罗致	luo2 zhi4	100
萝卜	luo2 bo5	100
萝卜青菜	luo2 bo5 qing1 cai4	100
萝岗	luo2 gang3	100
萝莉	luo2 li4	100
逻辑	luo2 ji2	100
逻辑思维	luo2 ji2 si1 wei2	100
逻辑性	luo2 ji2 xing4	100
逻辑学	luo2 ji2 xue2	100
锣鼓	luo2 gu3	100
锣鼓喧天	luo2 gu3 xuan1 tian1	100
箩筐	luo2 kuang1	100
骡马	luo2 ma3	100
骡子	luo2 zi5	100
螺甸	luo2 dian4	100
螺钿	luo2 dian4	100
螺钉	luo2 ding1	100
螺杆	luo2 gan3	100
螺号	luo2 hao4	100
螺距	luo2 ju4	100
螺帽	luo2 mao4	100
螺母	luo2 mu3	100
螺栓	luo2 shuan1	100
螺丝	luo2 si1	100
螺丝刀	luo2 si1 dao1	100
螺丝钉	luo2 si1 ding1	100
螺丝扣	luo2 si1 kou4	100
螺丝帽	luo2 si1 mao4	100
螺丝母	luo2 si1 mu3	100
螺蛳	luo2 si1	100
螺纹	luo2 wen2	100
螺旋	luo2 xuan2	100
螺旋桨	luo2 xuan2 jiang3	100
螺旋体	luo2 xuan2 ti3	100
裸奔	luo3 ben1	100
裸大麦	luo3 da4 mai4	100
裸官	luo3 guan1	100
裸婚	luo3 hun1	100
裸机	luo3 ji1	100
裸捐	luo3 juan1	100
裸考	luo3 kao3	100
裸聊	luo3 liao2	100
裸露	luo3 lu4	100
裸麦	luo3 mai4	100
裸模	luo3 mo2	100
裸男	luo3 nan2	100
裸女	luo3 nv3	100
裸视	luo3 shi4	100
裸睡	luo3 shui4	100
裸体	luo3 ti3	100
裸替	luo3 ti4	100
裸退	luo3 tui4	100
裸线	luo3 xian4	100
裸眼	luo3 yan3	100
裸照	luo3 zhao4	100
洛克	luo4 ke4	100
洛克菲勒	luo4 ke4 fei1 le4	100
洛萨	luo4 sa4	100
洛杉矶	luo4 shan1 ji1	100
洛阳	luo4 yang2	100
洛阳纸贵	luo4 yang2 zhi3 gui4	100
络腮	luo4 sai1	100
络腮胡子	luo4 sai1 hu2 zi3	100
络绎	luo4 yi4	100
络绎不绝	luo4 yi4 bu4 jue2	100
络绎于途	luo4 yi4 yu2 tu2	100
荦荦大端	luo4 luo4 da4 duan1	100
骆宾王	luo4 bin1 wang2	100
骆驼	luo4 tuo2	100
珞巴族	luo4 ba1 zu2	100
落败	luo4 bai4	100
落榜	luo4 bang3	100
落包涵	luo4 bao1 han5	100
落笔	luo4 bi3	100
落标	luo4 biao1	100
落膘	luo4 biao1	100
落草为寇	luo4 cao3 wei2 kou4	100
落差	luo4 cha1	100
落潮	luo4 chao2	100
落成	luo4 cheng2	100
落成典礼	luo4 cheng2 dian3 li3	100
落槌	luo4 chui2	100
落单	luo4 dan1	100
落到	luo4 dao4	100
落到实处	luo4 dao4 shi2 chu4	100
落得	luo4 de5	100
落地	luo4 di4	100
落地窗	luo4 di4 chuang1	100
落地生根	luo4 di4 sheng1 gen1	100
落地有声	luo4 di4 you3 sheng1	100
落第	luo4 di4	100
落点	luo4 dian3	100
落定	luo4 ding4	100
落发	luo4 fa4	100
落发为僧	luo4 fa4 wei2 seng1	100
落果	luo4 guo3	100
落汗	luo4 han4	100
落红难缀	luo4 hong2 nan2 zhui4	100
落后	luo4 hou4	100
落后挨打	luo4 hou4 ai2 da3	100
落后地区	luo4 hou4 di4 qu1	100
落户	luo4 hu4	100
落户安家	luo4 hu4 an1 jia1	100
落花	luo4 hua1	100
落花流水	luo4 hua1 liu2 shui3	100
落花生	luo4 hua1 sheng1	100
落花时节	luo4 hua1 shi2 jie2	100
落花无言	luo4 hua1 wu2 yan2	100
落花有意	luo4 hua1 you3 yi4	100
落荒	luo4 huang1	100
落荒而逃	luo4 huang1 er2 tao2	100
落荒而走	luo4 huang1 er2 zou3	100
落价	lao4 jia4	100
落架	lao4 jia4	100
落脚	luo4 jiao3	100
落尽	luo4 jin4	100
落进	luo4 jin4	100
落井下石	luo4 jing3 xia4 shi2	100
落阱下石	luo4 jing3 xia4 shi2	100
落空	luo4 kong1	100
落款	luo4 kuan3	100
落了	luo4 le5	100
落雷	luo4 lei2	100
落泪	luo4 lei4	100
落落	luo4 luo4	100
落落晨星	luo4 luo4 chen2 xing1	100
落落大方	luo4 luo4 da4 fang1	100
落落寡合	luo4 luo4 gua3 he2	100
落落穆穆	luo4 luo4 mu4 mu4	100
落落难合	luo4 luo4 nan2 he2	100
落落之誉	luo4 luo4 zhi1 yu4	100
落马	luo4 ma3	100
落寞	luo4 mo4	100
落墨	luo4 mo4	100
落幕	luo4 mu4	100
落难	luo4 nan4	100
落聘	luo4 pin4	100
落泊	luo4 bo2	100
落魄	luo4 po4	100
落魄不羁	luo4 po4 bu4 ji1	100
落魄不偶	luo4 po4 bu4 ou3	100
落魄江湖	luo4 po4 jiang1 hu2	100
落人口实	lao4 ren2 kou3 shi2	100
落人笑柄	luo4 ren2 xiao4 bing3	100
落忍	luo4 ren3	100
落日	luo4 ri4	100
落日楼头	luo4 ri4 lou2 tou2	100
落日溶金	luo4 ri4 rong2 jin1	100
落日熔金	luo4 ri4 rong2 jin1	100
落入	luo4 ru4	100
落腮胡子	luo4 sai1 hu2 zi3	100
落色	luo4 se4	100
落山	luo4 shan1	100
落生	luo4 sheng1	100
落实	luo4 shi2	100
落实到户	luo4 shi2 dao4 hu4	100
落实到位	luo4 shi2 dao4 wei4	100
落实政策	luo4 shi2 zheng4 ce4	100
落水	luo4 shui3	100
落水狗	luo4 shui3 gou3	100
落锁	luo4 suo3	100
落拓	luo4 tuo4	100
落拓不羁	luo4 tuo4 bu4 ji1	100
落汤鸡	luo4 tang1 ji1	100
落套	luo4 tao4	100
落体	luo4 ti3	100
落网	luo4 wang3	100
落伍	luo4 wu3	100
落霞	luo4 xia2	100
落下	luo4 xia4	100
落下帷幕	luo4 xia4 wei2 mu4	100
落选	luo4 xuan3	100
落叶	luo4 ye4	100
落叶都愁	luo4 ye4 dou1 chou2	100
落叶归根	luo4 ye4 gui1 gen1	100
落叶松	luo4 ye4 song1	100
落叶知秋	luo4 ye4 zhi1 qiu1	100
落音	luo4 yin1	100
落英	luo4 ying1	100
落英缤纷	luo4 ying1 bin1 fen1	100
落雨	luo4 yu3	100
落月屋梁	luo4 yue4 wu1 liang2	100
落在	luo4 zai4	100
落账	luo4 zhang4	100
落枕	lao4 zhen3	100
落纸烟云	luo4 zhi3 yan1 yun2	100
落座	luo4 zuo4	100
妈的	ma1 de5	100
妈妈	ma1 ma1	100
妈咪	ma1 mi1	100
妈祖	ma1 zu3	100
麻包	ma2 bao1	100
麻痹	ma2 bi4	100
麻痹不仁	ma2 bi4 bu4 ren2	100
麻痹大意	ma2 bi4 da4 yi4	100
麻布	ma2 bu4	100
麻城	ma2 cheng2	100
麻袋	ma2 dai4	100
麻烦	ma2 fan2	100
麻纺	ma2 fang3	100
麻风	ma2 feng1	100
麻姑掷米	ma2 gu1 zhi4 mi3	100
麻花	ma2 hua1	100
麻黄	ma2 huang2	100
麻将	ma2 jiang4	100
麻秸	ma2 jie1	100
麻经儿	ma2 jing1 er5	100
麻辣	ma2 la4	100
麻利	ma2 li4	100
麻栎	ma2 li4	100
麻麻黑	ma2 ma2 hei1	100
麻木	ma2 mu4	100
麻木不仁	ma2 mu4 bu4 ren2	100
麻婆	ma2 po2	100
麻婆豆腐	ma2 po2 dou4 fu3	100
麻雀	ma2 que4	100
麻雀虽小	ma2 que4 sui1 xiao3	100
麻绳	ma2 sheng2	100
麻省	ma2 sheng3	100
麻酥酥	ma2 su1 su1	100
麻糖	ma2 tang2	100
麻线	ma2 xian4	100
麻药	ma2 yao4	100
麻衣	ma2 yi1	100
麻油	ma2 you2	100
麻渣	ma2 zha1	100
麻疹	ma2 zhen3	100
麻织品	ma2 zhi1 pin3	100
麻子	ma2 zi5	100
麻醉	ma2 zui4	100
麻醉剂	ma2 zui4 ji4	100
麻醉药	ma2 zui4 yao4	100
马鞍	ma3 an1	100
马鞍山	ma3 an1 shan1	100
马帮	ma3 bang1	100
马背	ma3 bei4	100
马鞭	ma3 bian1	100
马弁	ma3 bian4	100
马鳖	ma3 bie1	100
马勃牛溲	ma3 bo2 niu2 sou1	100
马不解鞍	ma3 bu4 jie3 an1	100
马不停蹄	ma3 bu4 ting2 ti2	100
马步	ma3 bu4	100
马槽	ma3 cao2	100
马场	ma3 chang3	100
马车	ma3 che1	100
马尘不及	ma3 chen2 bu4 ji2	100
马迟枚疾	ma3 chi2 mei2 ji2	100
马迟枚速	ma3 chi2 mei2 su4	100
马齿加长	ma3 chi3 jia1 chang2	100
马齿徒增	ma3 chi3 tu2 zeng1	100
马齿苋	ma3 chi3 xian4	100
马刺	ma3 ci4	100
马达	ma3 da2	100
马达加斯加	ma3 da2 jia1 si1 jia1	100
马大哈	ma3 da4 ha1	100
马刀	ma3 dao1	100
马到成功	ma3 dao4 cheng2 gong1	100
马到功成	ma3 dao4 gong1 cheng2	100
马道	ma3 dao4	100
马德里	ma3 de2 li3	100
马灯	ma3 deng1	100
马镫	ma3 deng4	100
马甸	ma3 dian4	100
马店	ma3 dian4	100
马丁	ma3 ding1	100
马队	ma3 dui4	100
马儿	ma3 er5	100
马尔代夫	ma3 er3 dai4 fu1	100
马尔库塞	ma3 er3 ku4 sai1	100
马尔萨斯	ma3 er3 sa4 si1	100
马尔萨斯主义	ma3 er3 sa4 si1 zhu3 yi4	100
马耳春风	ma3 er3 chun1 feng1	100
马耳东风	ma3 er3 dong1 feng1	100
马翻人仰	ma3 fan1 ren2 yang3	100
马放南山	ma3 fang4 nan2 shan1	100
马肥人壮	ma3 fei2 ren2 zhuang4	100
马粪纸	ma3 fen4 zhi3	100
马蜂	ma3 feng1	100
马蜂窝	ma3 feng1 wo1	100
马夫	ma3 fu1	100
马竿	ma3 gan1	100
马钢	ma3 gang1	100
马革裹尸	ma3 ge2 guo3 shi1	100
马工枚速	ma3 gong1 mei2 su4	100
马褂	ma3 gua4	100
马关条约	ma3 guan1 tiao2 yue1	100
马倌	ma3 guan1	100
马海毛	ma3 hai3 mao2	100
马号	ma3 hao4	100
马赫	ma3 he4	100
马后炮	ma3 hou4 pao4	100
马虎	ma3 hu5	100
马会	ma3 hui4	100
马甲	ma3 jia3	100
马价十倍	ma3 jia4 shi2 bei4	100
马架	ma3 jia4	100
马鲛	ma3 jiao1	100
马脚	ma3 jiao3	100
马厩	ma3 jiu4	100
马驹	ma3 ju1	100
马具	ma3 ju4	100
马凯	ma3 kai3	100
马可波罗	ma3 ke3 bo1 luo2	100
马可尼	ma3 ke3 ni2	100
马克	ma3 ke4	100
马克思	ma3 ke4 si1	100
马克思列宁主义	ma3 ke4 si1 lie4 ning2 zhu3 yi4	100
马克思主义	ma3 ke4 si1 zhu3 yi4	100
马口铁	ma3 kou3 tie3	100
马裤	ma3 ku4	100
马裤呢	ma3 ku4 ne5	100
马快	ma3 kuai4	100
马拉多纳	ma3 la1 duo1 na4	100
马拉松	ma3 la1 song1	100
马拉松赛跑	ma3 la1 song1 sai4 pao3	100
马拉维	ma3 la1 wei2	100
马来西亚	ma3 lai2 xi1 ya4	100
马兰	ma3 lan2	100
马蓝	ma3 lan2	100
马里	ma3 li3	100
马里亚纳	ma3 li3 ya4 na4	100
马力	ma3 li4	100
马利亚	ma3 li4 ya4	100
马莲	ma3 lian2	100
马列	ma3 lie4	100
马列主义	ma3 lie4 zhu3 yi4	100
马琳	ma3 lin2	100
马蔺	ma3 lin4	100
马铃薯	ma3 ling2 shu3	100
马六甲	ma3 liu4 jia3	100
马龙车水	ma3 long2 che1 shui3	100
马鹿	ma3 lu4	100
马鹿异形	ma3 lu4 yi4 xing2	100
马鹿易形	ma3 lu4 yi4 xing2	100
马路	ma3 lu4	100
马骡	ma3 luo2	100
马马虎虎	ma3 ma3 hu1 hu1	100
马面	ma3 mian4	100
马尼拉	ma3 ni2 la1	100
马年	ma3 nian2	100
马尿	ma3 niao4	100
马牛襟裾	ma3 niu2 jin1 ju1	100
马牛其风	ma3 niu2 qi2 feng1	100
马趴	ma3 pa1	100
马牌	ma3 pai2	100
马棚	ma3 peng2	100
马疲人倦	ma3 pi2 ren2 juan4	100
马匹	ma3 pi3	100
马屁	ma3 pi4	100
马屁精	ma3 pi4 jing1	100
马其顿	ma3 qi2 dun4	100
马前	ma3 qian2	100
马前卒	ma3 qian2 zu2	100
马枪	ma3 qiang1	100
马球	ma3 qiu2	100
马群	ma3 qun2	100
马如游龙	ma3 ru2 you2 long2	100
马如游鱼	ma3 ru2 you2 yu2	100
马入华山	ma3 ru4 hua2 shan1	100
马萨诸塞	ma3 sa4 zhu1 sai4	100
马赛	ma3 sai4	100
马赛克	ma3 sai4 ke4	100
马上	ma3 shang4	100
马上得之	ma3 shang4 de2 zhi1	100
马上封侯	ma3 shang4 feng1 hou2	100
马上功成	ma3 shang4 gong1 cheng2	100
马上墙头	ma3 shang4 qiang2 tou2	100
马勺	ma3 shao2	100
马绍尔	ma3 shao4 er3	100
马失前蹄	ma3 shi1 qian2 ti2	100
马首是瞻	ma3 shou3 shi4 zhan1	100
马首欲东	ma3 shou3 yu4 dong1	100
马瘦毛长	ma3 shou4 mao2 chang2	100
马术	ma3 shu4	100
马水车龙	ma3 shui3 che1 long2	100
马斯	ma3 si1	100
马太	ma3 tai4	100
马蹄	ma3 ti2	100
马蹄莲	ma3 ti2 lian2	100
马蹄形	ma3 ti2 xing2	100
马蹄袖	ma3 ti2 xiu4	100
马铁	ma3 tie3	100
马桶	ma3 tong3	100
马头	ma3 tou2	100
马头琴	ma3 tou2 qin2	100
马尾	ma3 wei3	100
马尾辫	ma3 wei3 bian4	100
马尾松	ma3 wei3 song1	100
马舞之灾	ma3 wu3 zhi1 zai1	100
马戏	ma3 xi4	100
马戏团	ma3 xi4 tuan2	100
马歇尔计划	ma3 xie1 er3 ji4 hua4	100
马修	ma3 xiu1	100
马靴	ma3 xue1	100
马仰人翻	ma3 yang3 ren2 fan1	100
马缨花	ma3 ying1 hua1	100
马有失蹄	ma3 you3 shi1 ti2	100
马贼	ma3 zei2	100
马扎	ma3 zha2	100
马掌	ma3 zhang3	100
马中关五	ma3 zhong1 guan1 wu3	100
马桩	ma3 zhuang1	100
马壮人强	ma3 zhuang4 ren2 qiang2	100
马捉老鼠	ma3 zhuo1 lao3 shu3	100
马仔	ma3 zai3	100
马子	ma3 zi5	100
马鬃	ma3 zong1	100
马足车尘	ma3 zu2 che1 chen2	100
马足龙沙	ma3 zu2 long2 sha1	100
马祖	ma3 zu3	100
马醉木	ma3 zui4 mu4	100
玛钢	ma3 gang1	100
玛哈维拉	ma3 ha1 wei2 la1	100
玛丽	ma3 li4	100
玛瑙	ma3 nao3	100
玛尼	ma3 ni2	100
玛莎	ma3 sha1	100
玛莎拉蒂	ma3 sha1 la1 di4	100
玛雅	ma3 ya3	100
玛雅人	ma3 ya3 ren2	100
玛雅文明	ma3 ya3 wen2 ming2	100
码表	ma3 biao3	100
码放	ma3 fang4	100
码流	ma3 liu2	100
码数	ma3 shu4	100
码头	ma3 tou5	100
码洋	ma3 yang2	100
码长	ma3 chang2	100
码字	ma3 zi4	100
码子	ma3 zi5	100
蚂蜂	ma3 feng1	100
蚂蝗	ma3 huang2	100
蚂蝗见血	ma3 huang2 jian4 xue4	100
蚂蟥	ma3 huang2	100
蚂蚁	ma3 yi3	100
蚂蚁啃骨头	ma3 yi3 ken3 gu3 tou2	100
蚂蚁缘槐	ma3 yi3 yuan2 huai2	100
蚂蚱	ma4 zha4	100
骂不绝口	ma4 bu4 jue2 kou3	100
骂大街	ma4 da4 jie1	100
骂道	ma4 dao4	100
骂得	ma4 de2	100
骂架	ma4 jia4	100
骂街	ma4 jie1	100
骂了	ma4 le5	100
骂名	ma4 ming2	100
骂娘	ma4 niang2	100
骂人	ma4 ren2	100
骂天扯地	ma4 tian1 che3 di4	100
骂阵	ma4 zhen4	100
吗啡	ma3 fei1	100
埋藏	mai2 cang2	100
埋单	mai2 dan1	100
埋伏	mai2 fu2	100
埋羹太守	mai2 geng1 tai4 shou3	100
埋轮破柱	mai2 lun2 po4 zhu4	100
埋没	mai2 mo4	100
埋没人才	mai2 mo4 ren2 cai2	100
埋名	mai2 ming2	100
埋名隐姓	mai2 ming2 yin3 xing4	100
埋设	mai2 she4	100
埋汰	mai2 tai4	100
埋头	mai2 tou2	100
埋头伏案	mai2 tou2 fu2 an4	100
埋头顾影	mai2 tou2 gu4 ying3	100
埋头苦干	mai2 tou2 ku3 gan4	100
埋下	mai2 xia4	100
埋怨	man2 yuan4	100
埋在	mai2 zai4	100
埋葬	mai2 zang4	100
埋置	mai2 zhi4	100
买办	mai3 ban4	100
买办资本	mai3 ban4 zi1 ben3	100
买办资产阶级	mai3 ban4 zi1 chan3 jie1 ji2	100
买不起	mai3 bu4 qi3	100
买菜	mai3 cai4	100
买菜求益	mai3 cai4 qiu2 yi4	100
买车	mai3 che1	100
买臣覆水	mai3 chen2 fu4 shui3	100
买春	mai3 chun1	100
买单	mai3 dan1	100
买到	mai3 dao4	100
买点	mai3 dian3	100
买东买西	mai3 dong1 mai3 xi1	100
买东西	mai3 dong1 xi1	100
买椟还珠	mai3 du2 huan2 zhu1	100
买断	mai3 duan4	100
买方	mai3 fang1	100
买方市场	mai3 fang1 shi4 chang3	100
买房	mai3 fang2	100
买个	mai3 ge4	100
买关节	mai3 guan1 jie2	100
买官	mai3 guan1	100
买官鬻爵	mai3 guan1 yu4 jue2	100
买光	mai3 guang1	100
买过	mai3 guo4	100
买好	mai3 hao3	100
买回	mai3 hui2	100
买家	mai3 jia1	100
买进	mai3 jin4	100
买静求安	mai3 jing4 qiu2 an1	100
买爵贩官	mai3 jue2 fan4 guan1	100
买空卖空	mai3 kong1 mai4 kong1	100
买来	mai3 lai2	100
买了	mai3 le5	100
买路钱	mai3 lu4 qian2	100
买马招兵	mai3 ma3 zhao1 bing1	100
买马招军	mai3 ma3 zhao1 jun1	100
买卖	mai3 mai4	100
买卖婚姻	mai3 mai4 hun1 yin1	100
买卖人	mai3 mai4 ren2	100
买牛卖剑	mai3 niu2 mai4 jian4	100
买牛息戈	mai3 niu2 xi1 ge1	100
买盘	mai3 pan2	100
买票	mai3 piao4	100
买入	mai3 ru4	100
买啥	mai3 sha2	100
买上嘱下	mai3 shang4 zhu3 xia4	100
买手	mai3 shou3	100
买书	mai3 shu1	100
买田阳羡	mai3 tian2 yang2 xian4	100
买铁思金	mai3 tie3 si1 jin1	100
买通	mai3 tong1	100
买王得羊	mai3 wang2 de5 yang2	100
买下	mai3 xia4	100
买笑寻欢	mai3 xiao4 xun2 huan1	100
买笑迎欢	mai3 xiao4 ying2 huan1	100
买烟	mai3 yan1	100
买药	mai3 yao4	100
买账	mai3 zhang4	100
买主	mai3 zhu3	100
买走	mai3 zou3	100
买醉	mai3 zui4	100
迈阿密	mai4 a1 mi4	100
迈步	mai4 bu4	100
迈出	mai4 chu1	100
迈方步	mai4 fang1 bu4	100
迈过	mai4 guo4	100
迈进	mai4 jin4	100
迈开	mai4 kai1	100
迈克	mai4 ke4	100
迈克尔	mai4 ke4 er3	100
迈入	mai4 ru4	100
迈拓	mai4 tuo4	100
迈腾	mai4 teng2	100
迈向	mai4 xiang4	100
麦霸	mai4 ba4	100
麦博	mai4 bo2	100
麦草	mai4 cao3	100
麦茬	mai4 cha2	100
麦当劳	mai4 dang1 lao2	100
麦蒂	mai4 di4	100
麦冬	mai4 dong1	100
麦饭豆羹	mai4 fan4 dou4 geng1	100
麦饭石	mai4 fan4 shi2	100
麦粉	mai4 fen3	100
麦季	mai4 ji4	100
麦加	mai4 jia1	100
麦秸	mai4 jie1	100
麦酒	mai4 jiu3	100
麦糠	mai4 kang1	100
麦克	mai4 ke4	100
麦克阿瑟	mai4 ke4 a1 se4	100
麦克风	mai4 ke4 feng1	100
麦克斯韦	mai4 ke4 si1 wei2	100
麦客	mai4 ke4	100
麦口	mai4 kou3	100
麦浪	mai4 lang4	100
麦粒肿	mai4 li4 zhong3	100
麦芒	mai4 mang2	100
麦苗	mai4 miao2	100
麦片	mai4 pian4	100
麦丘之祝	mai4 qiu1 zhi1 zhu4	100
麦乳精	mai4 ru3 jing1	100
麦收	mai4 shou1	100
麦穗	mai4 sui4	100
麦穗两岐	mai4 sui4 liang3 qi2	100
麦田	mai4 tian2	100
麦莛	mai4 ting2	100
麦香	mai4 xiang1	100
麦秀两歧	mai4 xiu4 liang3 qi2	100
麦秀黍离	mai4 xiu4 shu3 li2	100
麦芽	mai4 ya2	100
麦芽糖	mai4 ya2 tang2	100
麦舟之赠	mai4 zhou1 zhi1 zeng4	100
麦子	mai4 zi3	100
卖菜	mai4 cai4	100
卖场	mai4 chang3	100
卖唱	mai4 chang4	100
卖车	mai4 che1	100
卖出	mai4 chu1	100
卖春	mai4 chun1	100
卖呆	mai4 dai1	100
卖单	mai4 dan1	100
卖刀买牛	mai4 dao1 mai3 niu2	100
卖到	mai4 dao4	100
卖得	mai4 de2	100
卖底	mai4 di3	100
